timestamp,open,high,low,close,volume
2025-07-25 18:00:00,116042.51,116475.98,116042.5,116399.97,309.91203
2025-07-25 18:30:00,116399.98,116568.73,116334.8,116491.53,319.34557
2025-07-25 19:00:00,116491.53,116774.19,116405.7,116621.69,353.62741
2025-07-25 19:30:00,116621.69,116997.21,116618.82,116688.6,485.95213
2025-07-25 20:00:00,116688.6,116837.03,116578.02,116737.24,161.92387
2025-07-25 20:30:00,116737.24,117306.0,116732.3,117040.01,575.72993
2025-07-25 21:00:00,117040.01,117377.59,117040.0,117261.26,227.04384
2025-07-25 21:30:00,117261.27,117261.27,116956.0,117214.23,191.38574
2025-07-25 22:00:00,117214.23,117263.04,117102.3,117238.83,130.85966
2025-07-25 22:30:00,117238.83,117343.89,117203.81,117279.97,118.02623
2025-07-25 23:00:00,117279.97,117357.01,117186.83,117312.0,127.43019
2025-07-25 23:30:00,117312.0,117630.0,117311.99,117614.31,244.07918
2025-07-26 00:00:00,117614.31,117614.32,117330.24,117547.07,248.98207
2025-07-26 00:30:00,117547.07,117611.13,117339.27,117496.0,139.42894
2025-07-26 01:00:00,117496.0,117550.9,117393.84,117397.37,106.08164
2025-07-26 01:30:00,117397.38,117438.24,117138.38,117153.73,160.58647
2025-07-26 02:00:00,117153.74,117578.57,117153.73,117578.56,184.44554
2025-07-26 02:30:00,117578.57,117750.0,117468.86,117469.0,207.3802
2025-07-26 03:00:00,117469.01,117603.0,117462.64,117462.65,100.56949
2025-07-26 03:30:00,117462.65,117579.92,117462.65,117489.62,74.76842
2025-07-26 04:00:00,117489.61,117547.92,117428.96,117495.35,115.85035
2025-07-26 04:30:00,117495.35,117525.35,117396.95,117496.81,66.87539
2025-07-26 05:00:00,117496.8,117540.18,117419.83,117540.17,81.62204
2025-07-26 05:30:00,117540.18,117541.19,117439.72,117444.99,74.18944
2025-07-26 06:00:00,117444.99,117458.0,117320.0,117346.49,78.99936
2025-07-26 06:30:00,117346.49,117436.61,117346.49,117350.71,134.86585
2025-07-26 07:00:00,117350.71,117382.76,117328.68,117365.55,91.79164
